"id","gender","race","hearing_year","hearing_type","risk_level"
5175,"Male","White",2017,"Regular","Medium"
5176,"Male","White",2022,"Revocation","High"
5177,"Female","White",2022,"Revocation","Low"
5178,"Male","White",2017,"Regular","Medium"
5179,"Male","White",2021,"Regular","High"
5180,"Male",NA,2023,"Revocation","Medium"
5181,"Male","White",2019,"Regular","High"
5182,"Male","White",2018,NA,"High"
5183,"Male","White",2020,"Regular","High"
5184,"Female","White",2022,"Revocation","Medium"
5185,"Male","White",2019,"Regular","Medium"
5186,"Male",NA,2017,"Regular","Medium"
5187,"Male","White",2023,"Revocation","Medium"
5188,"Male","White",2023,"Revocation","High"
5189,"Male","White",2019,"Regular","High"
5190,"Male","White",2023,"Revocation","High"
5191,"Male","White",2022,"Revocation","High"
5192,"Male","White",2021,"Regular","High"
5193,"Female","White",2018,NA,"Medium"
5194,"Male","White",2019,"Regular","Medium"
5195,"Male","White",2017,"Regular","High"
5196,"Female","White",2022,"Regular","Medium"
5197,"Male","White",2018,NA,"High"
5198,"Male","Black",2017,"Regular","High"
5199,"Male","White",2020,"Regular","High"
5200,"Male","White",2016,"Other","High"
5201,"Male","White",2016,"Other","High"
5202,"Male","White",2022,"Revocation","High"
5203,"Male","White",2021,"Regular","High"
5204,NA,"Asian or Pacific Islander",2023,"Revocation","High"
5205,"Male","White",2023,"Revocation","High"
5206,"Male","White",2018,NA,"Medium"
5207,"Male","White",2022,"Regular","Medium"
5208,"Male","White",2018,NA,"High"
5209,"Male","White",2019,"Regular","High"
5210,"Male","White",2022,"Regular","High"
5211,"Male",NA,2020,"Regular","Medium"
5212,"Male","American Indian or Alaskan Native",2020,"Regular","High"
5213,"Female","White",2017,"Regular","Low"
5214,"Male","White",2023,"Revocation","Medium"
5215,"Male","White",2022,"Revocation","Medium"
5216,"Male","White",2023,"Revocation","Medium"
5217,NA,"White",2023,"Revocation","Low"
5218,"Female","American Indian or Alaskan Native",2016,"Other","Medium"
5219,NA,"White",2022,"Revocation","Low"
5220,"Male","White",2023,"Revocation","High"
5221,"Male","White",2022,"Revocation",NA
5222,"Female",NA,2022,"Revocation","Low"
5223,"Male","White",2017,"Regular","High"
5224,"Female","White",2016,"Disciplinary","Medium"
5225,"Male","White",2020,"Regular","High"
5226,"Male","White",2020,"Regular","High"
5227,"Male","White",2016,"Other","Medium"
5228,"Female","White",2021,"Regular","Medium"
5229,"Male","Unknown",2018,NA,"Medium"
5230,"Male","White",2023,"Revocation","Medium"
5231,"Male","Black",2022,"Regular","High"
5232,"Female","White",2017,"Regular","Medium"
5233,"Male","White",2021,"Regular","High"
5234,"Male",NA,2018,NA,"High"
5235,"Female","White",2018,NA,"Low"
5236,"Male","White",2022,"Revocation","High"
5237,"Male","White",2017,"Regular","High"
5238,"Male","White",2016,"Other","High"
5239,"Male","White",2022,"Revocation","High"
5240,"Male","White",2021,"Regular","High"
5241,"Male","White",2020,"Regular","Medium"
5242,"Male","White",2021,"Regular","Medium"
5243,"Male","White",2018,NA,"Medium"
5244,"Male","White",2019,"Regular","High"
5245,"Male","White",2022,"Revocation","High"
5246,"Male","White",2022,"Revocation","High"
5247,"Male","White",2018,NA,"Medium"
5248,"Male","White",2016,"Other","High"
5249,"Male","White",2023,"Revocation","High"
5250,"Female","White",2020,"Regular","Medium"
5251,"Male","White",2022,"Regular","Medium"
5252,"Male","White",2019,"Regular","High"
5253,"Male","White",2017,"Regular","High"
5254,"Male","White",2019,"Regular","Medium"
5255,"Male","Black",2018,NA,"High"
5256,"Male","White",2019,"Regular","Medium"
5257,"Male","Black",2016,"Other","High"
5258,"Male","White",2017,"Regular","High"
5259,"Male","White",2017,"Regular",NA
5260,"Male","White",2020,"Regular","High"
5261,"Male","White",2016,"Disciplinary","Medium"
5262,"Male","White",2023,"Revocation","High"
5263,"Male","White",2019,"Regular","High"
5264,"Male","White",2022,"Revocation","High"
5265,"Male","White",2023,"Revocation","High"
5266,"Male","White",2023,"Revocation","High"
5267,"Male","American Indian or Alaskan Native",2020,"Regular","High"
5268,"Male","White",2017,"Regular","Medium"
5269,"Male","White",2018,NA,"High"
5270,"Male","White",2021,"Regular","High"
5271,"Male","White",2016,"Other","High"
5272,"Male","White",2017,"Regular","Medium"
5273,"Male","White",2022,"Revocation","High"
5274,"Female","White",2021,"Regular","Medium"
5275,"Male","White",2022,"Revocation","High"
5276,"Male","White",2021,"Regular","Medium"
5277,"Male","White",2021,"Regular","High"
5278,"Male","White",2020,"Regular","Medium"
5279,"Male","White",2019,"Regular","High"
5280,"Female","White",2019,"Regular","Medium"
5281,"Male","Black",2018,NA,"High"
5282,"Male","White",2018,NA,"High"
5283,"Female","White",2017,"Regular","Low"
5284,"Male","White",2018,NA,NA
5285,"Male","White",2023,"Revocation","High"
5286,"Female","White",2022,"Revocation","Medium"
5287,"Female","White",2023,"Revocation","Medium"
5288,"Male","White",2020,"Regular","High"
5289,"Male","White",2021,"Regular","High"
5290,"Male",NA,2021,"Regular","High"
5291,"Male","White",2022,"Revocation","High"
5292,"Male","White",2022,"Revocation","Medium"
5293,"Male",NA,2019,"Regular","Medium"
5294,"Male","White",2020,"Regular","High"
5295,"Male","Unknown",2021,"Regular","Medium"
5296,"Male",NA,2023,"Revocation","High"
5297,"Male","White",2019,"Regular","High"
5298,"Female","White",2023,"Revocation","Medium"
5299,"Male","White",2019,"Regular","Medium"
5300,"Male","White",2018,NA,"High"
5301,NA,"White",2018,NA,"Medium"
5302,"Male","White",2021,"Regular","Medium"
5303,"Male","White",2022,"Revocation","High"
5304,"Male","White",2019,"Regular","Medium"
5305,"Male","White",2018,NA,"Medium"
5306,"Female",NA,2016,"Other","Medium"
5307,"Male","White",2022,"Regular","High"
5308,"Male","White",2021,"Regular","High"
5309,"Male","White",2023,"Revocation","High"
5310,"Female","White",2019,"Regular","Medium"
5311,"Male","White",2023,"Revocation","High"
5312,"Male","American Indian or Alaskan Native",2022,"Revocation","High"
5313,"Female","White",2017,"Regular","Medium"
5314,"Female","White",2019,"Regular","Low"
5315,"Female","White",2020,"Regular","Medium"
5316,"Male","White",2021,"Regular","High"
5317,"Male","White",2019,"Regular","High"
5318,"Male",NA,2019,"Regular","High"
5319,"Male","White",2021,"Regular","Medium"
5320,"Male","White",2022,"Revocation","High"
5321,"Male","White",2022,"Revocation","High"
5322,"Male","White",2018,NA,"High"
5323,"Male","White",2021,"Regular","Medium"
5324,"Male","Unknown",2018,NA,"High"
5325,"Male","White",2016,"Disciplinary","High"
5326,"Male","White",2018,NA,"High"
5327,"Female","White",2016,"Disciplinary","Low"
5328,"Male","White",2022,"Revocation","Medium"
5329,"Male","White",2017,"Regular","High"
5330,"Male","White",2018,NA,"Medium"
5331,"Male","White",2021,"Regular","High"
5332,"Male","White",2018,NA,"High"
5333,"Male","White",2017,"Regular","High"
5334,"Male","White",2017,"Regular","High"
5335,"Female","White",2018,NA,"Medium"
5336,"Male","White",2017,"Regular","High"
5337,"Male","White",2021,"Regular","High"
5338,"Male","Black",2017,"Regular","Medium"
5339,"Male","White",2018,NA,"High"
5340,NA,"White",2022,"Regular","Medium"
5341,"Male",NA,2023,"Revocation","High"
5342,"Male","White",2017,"Regular","Medium"
5343,"Male","White",2018,NA,"High"
5344,"Male","White",2021,"Regular","High"
5345,"Male","White",2022,"Regular","High"
5346,"Male","White",2020,"Regular","Medium"
5347,"Male","White",2021,"Regular","High"
5348,"Male","White",2017,"Regular","Medium"
5349,"Male","White",2018,NA,"High"
5350,"Female","White",2016,"Other","Medium"
5351,"Male","White",2021,"Regular","High"
5352,"Male","White",2017,"Other","Medium"
5353,"Male","White",2022,"Revocation","Medium"
5354,"Female","White",2021,"Regular","Low"
5355,"Male","White",2020,"Regular","High"
5356,"Male","White",2018,NA,"High"
5357,"Male","White",2019,"Regular","High"
5358,"Male","American Indian or Alaskan Native",2023,"Revocation","Medium"
5359,"Male","White",2022,"Revocation","Medium"
5360,"Male","White",2019,"Regular","High"
5361,"Male","White",2021,"Regular","Medium"
5362,"Male","White",2021,"Regular","Medium"
5363,"Male","Unknown",2022,"Revocation","High"
5364,"Female","American Indian or Alaskan Native",2020,"Regular","Medium"
5365,"Male","Asian or Pacific Islander",2020,"Regular","Medium"
5366,"Male","White",2017,"Regular","Medium"
5367,"Male","White",2018,NA,"Medium"
5368,"Female","White",2018,NA,"Medium"
5369,"Male","White",2023,"Revocation","Medium"
5370,"Male","Black",2021,"Regular","High"
5371,"Male","White",2017,"Regular","Medium"
5372,"Male","White",2017,"Regular","High"
5373,NA,"White",2022,"Revocation","Medium"
5374,"Male","White",2023,"Revocation","Medium"
5375,"Male","White",2020,"Regular",NA
5376,"Female","White",2018,NA,"Low"
5377,"Male",NA,2020,"Regular","High"
5378,"Male","White",2022,"Revocation",NA
5379,"Male","White",2022,"Revocation","High"
5380,"Male","White",2021,"Regular","Medium"
5381,"Male","White",2018,NA,"Medium"
5382,"Male","American Indian or Alaskan Native",2020,"Regular","Medium"
5383,"Male","White",2016,"Disciplinary","High"
5384,"Male","White",2021,"Regular","Medium"
5385,"Male","White",2023,"Revocation","High"
5386,"Female","White",2019,"Regular","Medium"
5387,"Male","White",2016,"Other","Medium"
5388,"Male",NA,2020,"Regular","Medium"
5389,"Male","White",2019,"Regular","High"
5390,"Male","White",2023,"Revocation","Medium"
5391,"Female","White",2017,"Other","Low"
5392,"Male","White",2021,"Regular","Medium"
5393,"Male","American Indian or Alaskan Native",2018,NA,"Medium"
5394,"Male","White",2022,"Revocation","High"
5395,"Male","White",2018,NA,"Medium"
5396,"Female","White",2017,"Regular","Low"
5397,"Male","White",2023,"Revocation","Medium"
5398,"Male","White",2020,"Regular","High"
5399,"Female","White",2017,"Regular","Medium"
5400,"Male","White",2022,"Revocation","Medium"
5401,"Male","White",2023,"Revocation",NA
5402,"Female","White",2018,NA,"Medium"
5403,"Male","White",2022,"Revocation","High"
5404,"Male","White",2022,"Revocation","High"
5405,"Male","White",2016,"Disciplinary","High"
5406,"Male","White",2020,"Regular","High"
5407,"Male","White",2019,"Regular","Medium"
5408,"Male",NA,2021,"Regular","High"
5409,"Male","White",2016,"Other",NA
5410,"Male","White",2021,"Regular","High"
5411,"Male","White",2017,"Regular","Medium"
5412,"Male","White",2019,"Regular","High"
5413,"Male","White",2016,"Other","Medium"
5414,"Male","White",2022,"Revocation","High"
5415,"Male","White",2016,"Other","High"
5416,"Male","White",2019,"Regular","High"
5417,"Male","White",2017,"Regular","Medium"
5418,"Male","White",2020,"Regular","High"
5419,"Male","White",2019,"Regular","High"
5420,"Male","White",2022,"Revocation","High"
5421,"Male","White",2022,"Revocation","High"
5422,"Male",NA,2016,"Other","High"
5423,"Male","White",2017,"Regular","High"
5424,"Male","White",2020,"Regular","Medium"
5425,"Male","White",2022,"Revocation","Medium"
5426,"Female","White",2018,NA,"Low"
5427,"Male","American Indian or Alaskan Native",2020,"Regular","Medium"
5428,"Female","White",2023,"Revocation","Low"
5429,"Male","White",2022,"Regular","High"
5430,"Male","Unknown",2017,"Regular","Medium"
5431,"Male","White",2018,NA,"High"
5432,"Male","White",2021,"Regular","Medium"
5433,"Male","White",2021,"Regular","High"
5434,"Male","White",2022,"Regular","Medium"
5435,"Male","White",2022,"Revocation","High"
5436,"Male","White",2018,NA,"High"
5437,"Male","White",2017,"Other","High"
5438,"Male","Black",2016,"Other","Medium"
5439,"Male","White",2021,"Regular","Medium"
5440,"Male","White",2019,"Regular","Medium"
5441,"Male","White",2017,"Regular","Medium"
5442,"Male",NA,2022,"Revocation","High"
5443,"Male","White",2016,"Disciplinary",NA
5444,"Male","White",2018,NA,NA
5445,"Male","White",2019,"Regular",NA
5446,"Male","White",2022,"Revocation","High"
5447,"Male","White",2018,NA,"High"
5448,"Male","White",2023,"Revocation","Medium"
5449,"Male","White",2021,"Regular","High"
5450,"Male","White",2020,"Regular","High"
5451,"Female","White",2019,"Regular","Medium"
5452,"Male","White",2023,"Revocation",NA
5453,"Male",NA,2022,"Revocation","High"
5454,"Male","White",2022,"Revocation","High"
5455,"Male","White",2022,"Revocation","High"
5456,"Male","White",2018,NA,"Medium"
5457,"Male","White",2019,"Regular","Medium"
5458,"Male","White",2019,"Regular",NA
5459,"Male","White",2022,"Revocation","High"
5460,"Male","White",2018,NA,"High"
5461,"Male","White",2017,"Regular","Medium"
5462,"Male","White",2016,"Medical","Medium"
5463,NA,"American Indian or Alaskan Native",2020,"Regular","Low"
5464,"Male","White",2021,"Regular",NA
5465,"Male","White",2023,"Revocation","High"
5466,"Male","White",2016,"Disciplinary","Medium"
5467,"Female",NA,2020,"Regular","Low"
5468,"Male","White",2016,"Other","High"
5469,"Male","White",2023,"Revocation","Medium"
5470,"Male","White",2016,"Other","Medium"
5471,"Male","White",2019,"Regular",NA
5472,"Male",NA,2023,"Revocation","Medium"
5473,"Male","White",2016,"Other","Medium"
5474,"Male","White",2020,"Regular","Medium"
5475,NA,"White",2019,"Regular","Medium"
5476,"Male","White",2020,"Regular","Medium"
5477,"Male","White",2020,"Regular","High"
5478,"Male","White",2020,"Regular","Medium"
5479,"Male","White",2022,"Revocation",NA
5480,"Male","White",2023,"Revocation","High"
5481,"Male","White",2022,"Revocation","High"
5482,"Male","American Indian or Alaskan Native",2022,"Revocation",NA
5483,"Male","White",2022,"Revocation","Medium"
5484,"Male","Black",2019,"Regular","Medium"
5485,"Female","White",2018,NA,"Medium"
5486,"Male","White",2016,"Other","High"
5487,"Male","White",2023,"Revocation","High"
5488,"Male","White",2022,"Revocation","High"
5489,"Male","White",2019,"Regular","High"
5490,"Male","Black",2017,"Regular","High"
5491,"Male","White",2023,"Revocation","High"
5492,"Male","White",2022,"Revocation",NA
5493,"Male","American Indian or Alaskan Native",2021,"Regular","High"
5494,"Male","White",2022,"Revocation","High"
5495,"Female",NA,2017,"Regular","Medium"
5496,"Male","Unknown",2019,"Regular","Medium"
5497,"Male","White",2022,"Revocation","High"
5498,"Female","White",2022,"Revocation","Low"
5499,"Male","White",2016,"Other","Medium"
5500,"Male","White",2018,NA,"High"
5501,"Male","White",2023,"Revocation","High"
5502,"Male","White",2020,"Regular","High"
5503,"Male","White",2021,"Regular","Medium"
5504,"Male","White",2018,NA,"High"
5505,"Male","White",2022,"Revocation","High"
5506,"Male","White",2021,"Regular","High"
5507,"Male","White",2017,"Regular","Medium"
5508,"Male","White",2019,"Regular","Medium"
5509,"Male","White",2022,"Revocation","Medium"
5510,"Male","White",2019,"Regular","Medium"
5511,"Male","White",2021,"Regular","High"
5512,NA,"White",2023,"Revocation","Low"
5513,"Male","White",2018,NA,"Medium"
5514,"Female","White",2018,NA,"Medium"
5515,"Male","White",2020,"Regular","High"
5516,"Male","White",2017,"Regular","Medium"
5517,"Male","White",2021,"Regular","Medium"
5518,"Male","White",2017,"Regular","Medium"
5519,"Male","American Indian or Alaskan Native",2018,NA,"Medium"
5520,"Male","White",2019,"Regular","Medium"
5521,"Male","White",2021,"Regular","Medium"
5522,"Female","American Indian or Alaskan Native",2016,"Other","Medium"
5523,"Male","American Indian or Alaskan Native",2020,"Regular","High"
5524,"Male","White",2016,"Other","Medium"
5525,"Male",NA,2023,"Revocation","High"
5526,"Male","White",2020,"Regular","Medium"
5527,"Female","White",2023,"Revocation","Medium"
5528,NA,"White",2023,"Revocation","Low"
5529,"Male","White",2017,"Regular","Medium"
5530,"Male","White",2020,"Regular","High"
5531,"Male","White",2021,"Regular",NA
5532,"Male","White",2017,"Other","Medium"
5533,"Male","White",2021,"Regular","Medium"
5534,"Male","White",2019,"Regular",NA
5535,"Male","White",2019,"Regular","High"
5536,"Female","White",2022,"Regular","Medium"
5537,"Female","White",2016,"Other","Medium"
5538,"Male","White",2020,"Regular","High"
5539,"Female","White",2017,"Regular","Low"
5540,"Male","Black",2018,NA,"High"
5541,"Male","White",2018,NA,"Medium"
5542,"Male","White",2019,"Regular","Medium"
5543,"Male","White",2017,"Regular","High"
5544,"Male","White",2022,"Revocation","High"
5545,NA,"White",2020,"Regular","Medium"
5546,"Male","White",2021,"Regular",NA
5547,"Male",NA,2022,"Revocation","High"
5548,"Male","White",2020,"Regular","High"
5549,"Female","White",2017,"Regular","Medium"
5550,"Male","White",2016,"Disciplinary",NA
5551,"Male","White",2016,"Medical","Medium"
5552,"Male","White",2018,NA,"Medium"
5553,"Male",NA,2018,NA,"High"
5554,"Male","White",2021,"Regular","High"
5555,"Male","White",2018,NA,"High"
5556,"Male","White",2017,"Regular","High"
5557,"Male","White",2016,"Other","High"
5558,"Male","White",2023,"Revocation","High"
5559,"Male","White",2023,"Revocation","Medium"
5560,"Male","White",2019,"Regular","Medium"
5561,"Male","Black",2022,"Revocation","Medium"
5562,"Male","White",2022,"Revocation","High"
5563,"Male","White",2022,"Revocation","Medium"
