"state","metric","year","total"
"Ohio","Total Admissions","2021",16550
"Ohio","Supervision Violation Admissions","2021",4960
"Ohio","Probation Violation Admissions","2021",2087
"Ohio","Probation New Offense Violation Admissions","2021",NA
"Ohio","Probation Technical Violation Admissions","2021",2087
"Ohio","Parole Violation Admissions","2021",2873
"Ohio","Parole New Offense Violation Admissions","2021",NA
"Ohio","Parole Technical Violation Admissions","2021",2873
"Ohio","Total Population","2021",43430
"Ohio","Supervision Violation Population","2021",3727
"Ohio","Probation Violation Population","2021",2091
"Ohio","Probation New Offense Violation Population","2021",NA
"Ohio","Probation Technical Violation Population","2021",2091
"Ohio","Parole Violation Population","2021",1636
"Ohio","Parole New Offense Violation Population","2021",NA
"Ohio","Parole Technical Violation Population","2021",1636
"Oklahoma","Total Admissions","2018",10777
"Oklahoma","Supervision Violation Admissions","2018",2151
"Oklahoma","Probation Violation Admissions","2018",2106
"Oklahoma","Probation New Offense Violation Admissions","2018",1039
"Oklahoma","Probation Technical Violation Admissions","2018",1067
"Oklahoma","Parole Violation Admissions","2018",45
"Oklahoma","Parole New Offense Violation Admissions","2018",NA
"Oklahoma","Parole Technical Violation Admissions","2018",NA
"Oklahoma","Total Population","2018",26947
"Oklahoma","Supervision Violation Population","2018",NA
"Oklahoma","Probation Violation Population","2018",4505
"Oklahoma","Probation New Offense Violation Population","2018",2710
"Oklahoma","Probation Technical Violation Population","2018",1795
"Oklahoma","Parole Violation Population","2018",NA
"Oklahoma","Parole New Offense Violation Population","2018",NA
"Oklahoma","Parole Technical Violation Population","2018",NA
"Oklahoma","Total Admissions","2019",9384
"Oklahoma","Supervision Violation Admissions","2019",1383
"Oklahoma","Probation Violation Admissions","2019",1353
"Oklahoma","Probation New Offense Violation Admissions","2019",647
"Oklahoma","Probation Technical Violation Admissions","2019",706
"Oklahoma","Parole Violation Admissions","2019",30
"Oklahoma","Parole New Offense Violation Admissions","2019",NA
"Oklahoma","Parole Technical Violation Admissions","2019",NA
"Oklahoma","Total Population","2019",25030
"Oklahoma","Supervision Violation Population","2019",NA
"Oklahoma","Probation Violation Population","2019",3716
"Oklahoma","Probation New Offense Violation Population","2019",2263
"Oklahoma","Probation Technical Violation Population","2019",1453
"Oklahoma","Parole Violation Population","2019",NA
"Oklahoma","Parole New Offense Violation Population","2019",NA
"Oklahoma","Parole Technical Violation Population","2019",NA
"Oklahoma","Total Admissions","2020",6098
"Oklahoma","Supervision Violation Admissions","2020",1100
"Oklahoma","Probation Violation Admissions","2020",1037
"Oklahoma","Probation New Offense Violation Admissions","2020",484
"Oklahoma","Probation Technical Violation Admissions","2020",553
"Oklahoma","Parole Violation Admissions","2020",63
"Oklahoma","Parole New Offense Violation Admissions","2020",NA
"Oklahoma","Parole Technical Violation Admissions","2020",NA
"Oklahoma","Total Population","2020",21737
"Oklahoma","Supervision Violation Population","2020",NA
"Oklahoma","Probation Violation Population","2020",3076
"Oklahoma","Probation New Offense Violation Population","2020",1935
"Oklahoma","Probation Technical Violation Population","2020",1141
"Oklahoma","Parole Violation Population","2020",NA
"Oklahoma","Parole New Offense Violation Population","2020",NA
"Oklahoma","Parole Technical Violation Population","2020",NA
"Oklahoma","Total Admissions","2021",6016
"Oklahoma","Supervision Violation Admissions","2021",1242
"Oklahoma","Probation Violation Admissions","2021",1146
"Oklahoma","Probation New Offense Violation Admissions","2021",661
"Oklahoma","Probation Technical Violation Admissions","2021",485
"Oklahoma","Parole Violation Admissions","2021",96
"Oklahoma","Parole New Offense Violation Admissions","2021",NA
"Oklahoma","Parole Technical Violation Admissions","2021",NA
"Oklahoma","Total Population","2021",21334
"Oklahoma","Supervision Violation Population","2021",NA
"Oklahoma","Probation Violation Population","2021",3173
"Oklahoma","Probation New Offense Violation Population","2021",1980
"Oklahoma","Probation Technical Violation Population","2021",1193
"Oklahoma","Parole Violation Population","2021",NA
"Oklahoma","Parole New Offense Violation Population","2021",NA
"Oklahoma","Parole Technical Violation Population","2021",NA
"Oregon","Total Admissions","2018",9599
"Oregon","Supervision Violation Admissions","2018",4472
"Oregon","Probation Violation Admissions","2018",4136
"Oregon","Probation New Offense Violation Admissions","2018",1437
"Oregon","Probation Technical Violation Admissions","2018",2699
"Oregon","Parole Violation Admissions","2018",336
"Oregon","Parole New Offense Violation Admissions","2018",90
"Oregon","Parole Technical Violation Admissions","2018",246
"Oregon","Total Population","2018",15480
"Oregon","Supervision Violation Population","2018",2308
"Oregon","Probation Violation Population","2018",2255
"Oregon","Probation New Offense Violation Population","2018",1123
"Oregon","Probation Technical Violation Population","2018",1132
"Oregon","Parole Violation Population","2018",53
"Oregon","Parole New Offense Violation Population","2018",17
"Oregon","Parole Technical Violation Population","2018",36
"Oregon","Total Admissions","2019",9073
"Oregon","Supervision Violation Admissions","2019",4044
"Oregon","Probation Violation Admissions","2019",3630
"Oregon","Probation New Offense Violation Admissions","2019",1249
"Oregon","Probation Technical Violation Admissions","2019",2381
"Oregon","Parole Violation Admissions","2019",414
"Oregon","Parole New Offense Violation Admissions","2019",110
"Oregon","Parole Technical Violation Admissions","2019",304
"Oregon","Total Population","2019",15287
"Oregon","Supervision Violation Population","2019",1837
"Oregon","Probation Violation Population","2019",1739
"Oregon","Probation New Offense Violation Population","2019",865
"Oregon","Probation Technical Violation Population","2019",874
"Oregon","Parole Violation Population","2019",98
"Oregon","Parole New Offense Violation Population","2019",14
"Oregon","Parole Technical Violation Population","2019",84
"Oregon","Total Admissions","2020",6060
"Oregon","Supervision Violation Admissions","2020",2434
"Oregon","Probation Violation Admissions","2020",2119
"Oregon","Probation New Offense Violation Admissions","2020",817
"Oregon","Probation Technical Violation Admissions","2020",1302
"Oregon","Parole Violation Admissions","2020",315
"Oregon","Parole New Offense Violation Admissions","2020",85
"Oregon","Parole Technical Violation Admissions","2020",230
"Oregon","Total Population","2020",14179
"Oregon","Supervision Violation Population","2020",1352
"Oregon","Probation Violation Population","2020",1300
"Oregon","Probation New Offense Violation Population","2020",684
"Oregon","Probation Technical Violation Population","2020",616
"Oregon","Parole Violation Population","2020",52
"Oregon","Parole New Offense Violation Population","2020",13
"Oregon","Parole Technical Violation Population","2020",39
"Oregon","Total Admissions","2021",5812
"Oregon","Supervision Violation Admissions","2021",2376
"Oregon","Probation Violation Admissions","2021",2078
"Oregon","Probation New Offense Violation Admissions","2021",773
"Oregon","Probation Technical Violation Admissions","2021",1305
"Oregon","Parole Violation Admissions","2021",298
"Oregon","Parole New Offense Violation Admissions","2021",66
"Oregon","Parole Technical Violation Admissions","2021",232
"Oregon","Total Population","2021",12324
"Oregon","Supervision Violation Population","2021",1328
"Oregon","Probation Violation Population","2021",1267
"Oregon","Probation New Offense Violation Population","2021",684
"Oregon","Probation Technical Violation Population","2021",583
"Oregon","Parole Violation Population","2021",61
"Oregon","Parole New Offense Violation Population","2021",10
"Oregon","Parole Technical Violation Population","2021",51
"Pennsylvania","Total Admissions","2018",19793
"Pennsylvania","Supervision Violation Admissions","2018",8579
"Pennsylvania","Probation Violation Admissions","2018",NA
"Pennsylvania","Probation New Offense Violation Admissions","2018",NA
"Pennsylvania","Probation Technical Violation Admissions","2018",NA
"Pennsylvania","Parole Violation Admissions","2018",8579
"Pennsylvania","Parole New Offense Violation Admissions","2018",4189
"Pennsylvania","Parole Technical Violation Admissions","2018",4390
"Pennsylvania","Total Population","2018",48353
"Pennsylvania","Supervision Violation Population","2018",7525
"Pennsylvania","Probation Violation Population","2018",NA
"Pennsylvania","Probation New Offense Violation Population","2018",NA
"Pennsylvania","Probation Technical Violation Population","2018",NA
"Pennsylvania","Parole Violation Population","2018",7525
"Pennsylvania","Parole New Offense Violation Population","2018",4503
"Pennsylvania","Parole Technical Violation Population","2018",3022
"Pennsylvania","Total Admissions","2019",18166
"Pennsylvania","Supervision Violation Admissions","2019",8245
"Pennsylvania","Probation Violation Admissions","2019",NA
"Pennsylvania","Probation New Offense Violation Admissions","2019",NA
"Pennsylvania","Probation Technical Violation Admissions","2019",NA
"Pennsylvania","Parole Violation Admissions","2019",8245
"Pennsylvania","Parole New Offense Violation Admissions","2019",3900
"Pennsylvania","Parole Technical Violation Admissions","2019",4345
"Pennsylvania","Total Population","2019",45875
"Pennsylvania","Supervision Violation Population","2019",7226
"Pennsylvania","Probation Violation Population","2019",NA
